generation,best_fitness
0,113.20171356201172
1,110.18917083740234
2,104.50973510742188
3,103.43091583251953
4,97.5431137084961
5,96.2088623046875
6,92.85478973388672
7,88.4027099609375
8,88.4027099609375
9,87.20543670654297
10,85.214599609375
11,83.32361602783203
12,82.23522186279297
13,80.86064147949219
14,79.46334075927734
15,77.9151611328125
16,77.11481475830078
17,75.12445068359375
18,75.12445068359375
19,74.50265502929688
20,74.03508758544922
21,72.93821716308594
22,72.89389038085938
23,71.94092559814453
24,70.8812026977539
25,69.23307800292969
26,68.72806549072266
27,67.96883392333984
28,67.3566665649414
29,67.3084945678711
30,66.88019561767578
31,66.03479766845703
32,65.98600006103516
33,65.6380615234375
34,65.16451263427734
35,64.81246948242188
36,64.71546936035156
37,64.08584594726562
38,63.92380905151367
39,63.32140350341797
40,62.77149963378906
41,62.70450973510742
42,62.24604034423828
43,62.01262283325195
44,61.480899810791016
45,61.39229965209961
46,60.07830810546875
47,60.07830810546875
48,59.610328674316406
49,59.273704528808594
50,59.23674392700195
51,58.72776412963867
52,57.509300231933594
53,57.509300231933594
54,56.48488998413086
55,56.48488998413086
56,55.8874626159668
57,55.69839096069336
58,55.69839096069336
59,55.30802917480469
60,55.015296936035156
61,54.727272033691406
62,54.436038970947266
63,54.11695098876953
64,53.61348342895508
65,53.153656005859375
66,52.900367736816406
67,52.78068161010742
68,52.4295768737793
69,52.15028762817383
70,51.92853927612305
71,51.58236312866211
72,51.37076187133789
73,50.93341064453125
74,50.586570739746094
75,50.37590026855469
76,50.15760803222656
77,49.912601470947266
78,49.589393615722656
79,49.5091552734375
80,49.14300537109375
81,48.99166488647461
82,48.556976318359375
83,48.366153717041016
84,48.366153717041016
85,48.033634185791016
86,47.93941116333008
87,47.787391662597656
88,47.387386322021484
89,47.13422775268555
90,46.994773864746094
91,46.93687057495117
92,46.45008850097656
93,46.3201904296875
94,46.15691375732422
95,46.016422271728516
96,45.89350128173828
97,45.73943328857422
98,45.152565002441406
99,45.152565002441406
100,45.04794692993164
101,44.89195251464844
102,44.64543533325195
103,44.34579086303711
104,44.222984313964844
105,43.963775634765625
106,43.77354049682617
107,43.77354049682617
108,43.56119155883789
109,43.371604919433594
110,43.371604919433594
111,43.371604919433594
112,43.213008880615234
113,42.921424865722656
114,42.89667510986328
115,42.623817443847656
116,42.623817443847656
117,42.59648513793945
118,42.25465774536133
119,42.14936447143555
120,42.14051818847656
121,42.04713439941406
122,41.84294509887695
123,41.493988037109375
124,41.47305679321289
125,41.44898986816406
126,41.329166412353516
127,41.26494216918945
128,41.19465255737305
129,40.987911224365234
130,40.817996978759766
131,40.817996978759766
132,40.76106262207031
133,40.64532470703125
134,40.64532470703125
135,40.564483642578125
136,40.54629898071289
137,40.4207763671875
138,40.244537353515625
139,40.244537353515625
140,40.20124053955078
141,40.13570785522461
142,40.08695602416992
143,39.83707046508789
144,39.730464935302734
145,39.613895416259766
146,39.613895416259766
147,39.58221435546875
148,39.323184967041016
149,39.266483306884766
150,39.266483306884766
151,39.16471862792969
152,39.11170196533203
