generation,best_fitness
0,0.8850763440132141
1,0.8846290111541748
2,0.883040189743042
3,0.8676019906997681
4,0.8494134545326233
5,0.8494134545326233
6,0.8494134545326233
7,0.8133023381233215
8,0.8133023381233215
9,0.8133023381233215
10,0.7976009845733643
11,0.7976009845733643
12,0.7829393744468689
13,0.7563149333000183
14,0.720822274684906
15,0.720822274684906
16,0.720822274684906
17,0.7124305963516235
18,0.7124305963516235
19,0.7124305963516235
20,0.7124305963516235
21,0.7124305963516235
22,0.6812229156494141
23,0.673836350440979
24,0.673836350440979
25,0.673836350440979
26,0.673836350440979
27,0.673836350440979
28,0.6652142405509949
29,0.6568078994750977
30,0.6568078994750977
31,0.6452175378799438
32,0.6317698955535889
33,0.6284252405166626
34,0.6262436509132385
35,0.6262436509132385
36,0.6262436509132385
37,0.6262436509132385
38,0.6262436509132385
39,0.6000024080276489
40,0.6000024080276489
41,0.6000024080276489
42,0.6000024080276489
43,0.6000024080276489
44,0.6000024080276489
45,0.6000024080276489
46,0.6000024080276489
47,0.6000024080276489
48,0.6000024080276489
49,0.6000024080276489
50,0.6000024080276489
51,0.6000024080276489
52,0.6000024080276489
53,0.6000024080276489
54,0.5990893840789795
55,0.5990893840789795
56,0.5990893840789795
57,0.585084080696106
58,0.585084080696106
59,0.585084080696106
60,0.585084080696106
61,0.585084080696106
62,0.585084080696106
63,0.585084080696106
64,0.585084080696106
65,0.585084080696106
66,0.585084080696106
67,0.585084080696106
68,0.585084080696106
69,0.585084080696106
70,0.585084080696106
71,0.5814580917358398
72,0.5814580917358398
73,0.5814580917358398
74,0.5814580917358398
75,0.5814580917358398
76,0.5814580917358398
77,0.5814580917358398
78,0.5814580917358398
79,0.5814580917358398
80,0.5814580917358398
81,0.5814580917358398
82,0.5814580917358398
83,0.5814580917358398
84,0.5766918659210205
85,0.5766918659210205
86,0.5766918659210205
87,0.5766918659210205
88,0.5766918659210205
89,0.5766918659210205
90,0.5766918659210205
91,0.5766918659210205
92,0.5750873684883118
93,0.5740686058998108
94,0.5612075328826904
95,0.5612075328826904
96,0.5612075328826904
97,0.5612075328826904
98,0.5612075328826904
99,0.5612075328826904
100,0.5612075328826904
101,0.5612075328826904
102,0.5612075328826904
103,0.5612075328826904
104,0.5612075328826904
105,0.5534241199493408
106,0.5534241199493408
107,0.5534241199493408
108,0.5534241199493408
109,0.5534241199493408
110,0.5534241199493408
111,0.5534241199493408
112,0.5534241199493408
113,0.5534241199493408
114,0.5534241199493408
115,0.5534241199493408
116,0.5534241199493408
117,0.5534241199493408
118,0.5534241199493408
119,0.5534241199493408
120,0.5534241199493408
121,0.5534241199493408
122,0.5534241199493408
123,0.5534241199493408
124,0.5534241199493408
125,0.5534241199493408
126,0.5534241199493408
127,0.5534241199493408
128,0.5534241199493408
129,0.5534241199493408
130,0.5534241199493408
131,0.5534241199493408
132,0.5534241199493408
133,0.5534241199493408
134,0.5534241199493408
135,0.5534241199493408
136,0.5534241199493408
137,0.5534241199493408
138,0.5534241199493408
139,0.5534241199493408
140,0.5534241199493408
141,0.5534241199493408
142,0.5534241199493408
143,0.5534241199493408
144,0.5534241199493408
145,0.5534241199493408
146,0.5534241199493408
147,0.5534241199493408
148,0.5534241199493408
149,0.5534241199493408
150,0.5534241199493408
151,0.5368947386741638
152,0.5368947386741638
153,0.5368947386741638
154,0.5368947386741638
155,0.5368947386741638
156,0.5368947386741638
157,0.5368947386741638
158,0.5368947386741638
159,0.5368947386741638
160,0.5368947386741638
161,0.5368947386741638
162,0.5368947386741638
163,0.5368947386741638
164,0.5368947386741638
165,0.5368947386741638
166,0.5368947386741638
167,0.5368947386741638
168,0.5368947386741638
169,0.5368947386741638
170,0.5368947386741638
171,0.5368947386741638
172,0.5368947386741638
173,0.5368947386741638
174,0.5368947386741638
175,0.5368947386741638
176,0.5368947386741638
177,0.5368947386741638
178,0.5368947386741638
179,0.5368947386741638
180,0.5368947386741638
181,0.5368947386741638
182,0.5368947386741638
183,0.5368947386741638
184,0.5275157690048218
185,0.5275157690048218
186,0.5275157690048218
187,0.5275157690048218
188,0.5275157690048218
189,0.5275157690048218
190,0.5275157690048218
191,0.5275157690048218
192,0.5275157690048218
193,0.5275157690048218
194,0.5275157690048218
195,0.5275157690048218
196,0.5275157690048218
197,0.5275157690048218
198,0.5275157690048218
199,0.5275157690048218
200,0.5275157690048218
201,0.5275157690048218
202,0.5275157690048218
203,0.5275157690048218
204,0.5275157690048218
205,0.5275157690048218
206,0.5275157690048218
207,0.52366042137146
208,0.52366042137146
209,0.52366042137146
210,0.52366042137146
211,0.52366042137146
212,0.52366042137146
213,0.52366042137146
214,0.52366042137146
215,0.52366042137146
216,0.52366042137146
217,0.52366042137146
218,0.52366042137146
219,0.52366042137146
220,0.52366042137146
221,0.52366042137146
222,0.52366042137146
223,0.52366042137146
224,0.52366042137146
225,0.52366042137146
226,0.52366042137146
227,0.52366042137146
228,0.52366042137146
229,0.52366042137146
230,0.52366042137146
231,0.52366042137146
232,0.52366042137146
233,0.52366042137146
234,0.52366042137146
235,0.52366042137146
236,0.52366042137146
237,0.52366042137146
238,0.52366042137146
239,0.52366042137146
240,0.52366042137146
241,0.52366042137146
242,0.52366042137146
243,0.52366042137146
244,0.52366042137146
245,0.52366042137146
246,0.52366042137146
247,0.52366042137146
248,0.52366042137146
249,0.52366042137146
250,0.52366042137146
251,0.52366042137146
252,0.52366042137146
253,0.52366042137146
254,0.52366042137146
255,0.52366042137146
256,0.52366042137146
257,0.52366042137146
258,0.52366042137146
259,0.52366042137146
260,0.52366042137146
261,0.52366042137146
262,0.52366042137146
263,0.52366042137146
264,0.52366042137146
265,0.52366042137146
266,0.52366042137146
267,0.52366042137146
268,0.52366042137146
269,0.52366042137146
270,0.52366042137146
271,0.52366042137146
272,0.52366042137146
273,0.52366042137146
274,0.5218966603279114
275,0.5218966603279114
276,0.5218966603279114
277,0.5218966603279114
278,0.5218966603279114
279,0.5218966603279114
280,0.5218966603279114
281,0.5218966603279114
282,0.5218966603279114
283,0.5218966603279114
284,0.5218966603279114
285,0.5218966603279114
286,0.5218966603279114
287,0.5218966603279114
288,0.5218966603279114
289,0.5218966603279114
290,0.5218966603279114
291,0.5218966603279114
292,0.5218966603279114
293,0.5218966603279114
294,0.5218966603279114
295,0.5218966603279114
296,0.5218966603279114
297,0.5218966603279114
298,0.5218966603279114
299,0.5218966603279114
300,0.5218966603279114
301,0.5218966603279114
302,0.5218966603279114
303,0.5218966603279114
304,0.5218966603279114
305,0.5218966603279114
306,0.5218966603279114
307,0.5218966603279114
308,0.5218966603279114
309,0.5218966603279114
310,0.5218966603279114
311,0.5218966603279114
312,0.5218966603279114
313,0.5218966603279114
314,0.5218966603279114
315,0.5218966603279114
316,0.5218966603279114
317,0.5218966603279114
318,0.5218966603279114
319,0.5218966603279114
320,0.5218966603279114
321,0.5218966603279114
322,0.5218966603279114
323,0.5218966603279114
324,0.5218966603279114
325,0.5218966603279114
326,0.5218966603279114
327,0.5218966603279114
328,0.5218966603279114
329,0.5218966603279114
330,0.5218966603279114
331,0.5218966603279114
332,0.5218966603279114
333,0.5218966603279114
334,0.5218966603279114
335,0.5218966603279114
336,0.5218966603279114
337,0.5218966603279114
338,0.5218966603279114
339,0.5218966603279114
340,0.5218966603279114
341,0.5218966603279114
342,0.5218966603279114
343,0.5218966603279114
344,0.5218966603279114
345,0.5218966603279114
346,0.5218966603279114
347,0.5218966603279114
348,0.5218966603279114
349,0.5218966603279114
350,0.5218966603279114
351,0.5218966603279114
352,0.5218966603279114
353,0.5218966603279114
354,0.5218966603279114
355,0.5218966603279114
356,0.5218966603279114
357,0.5218966603279114
358,0.5218966603279114
359,0.5218966603279114
360,0.5218966603279114
361,0.5218966603279114
362,0.5218966603279114
363,0.5218966603279114
364,0.5218966603279114
365,0.5218966603279114
366,0.5218966603279114
367,0.5218966603279114
368,0.5218966603279114
369,0.5218966603279114
370,0.5218966603279114
371,0.5218966603279114
372,0.5218966603279114
373,0.5218966603279114
374,0.5218966603279114
375,0.5218966603279114
376,0.5218966603279114
377,0.5218966603279114
378,0.5218966603279114
379,0.5218966603279114
380,0.5218966603279114
381,0.5218966603279114
382,0.5218966603279114
383,0.5218966603279114
384,0.5218966603279114
385,0.5218966603279114
386,0.5218966603279114
387,0.5218966603279114
388,0.5218966603279114
389,0.5218966603279114
390,0.5218966603279114
391,0.5218966603279114
392,0.5218966603279114
393,0.5218966603279114
394,0.5218966603279114
395,0.5218966603279114
396,0.5218966603279114
397,0.5218966603279114
398,0.5218966603279114
399,0.5218966603279114
400,0.5218966603279114
401,0.5218966603279114
402,0.5218966603279114
403,0.5218966603279114
404,0.5218966603279114
405,0.5218966603279114
406,0.5218966603279114
407,0.5218966603279114
408,0.5218966603279114
409,0.5218966603279114
410,0.5218966603279114
411,0.5218966603279114
412,0.5218966603279114
413,0.5218966603279114
414,0.5218966603279114
415,0.5218966603279114
416,0.5218966603279114
417,0.5218966603279114
418,0.5218966603279114
419,0.5218966603279114
420,0.5218966603279114
421,0.5218966603279114
422,0.5218966603279114
423,0.5218966603279114
424,0.5218966603279114
425,0.5218966603279114
426,0.5218966603279114
427,0.5218966603279114
428,0.5218966603279114
429,0.5218966603279114
430,0.5218966603279114
431,0.5218966603279114
432,0.5218966603279114
433,0.5218966603279114
434,0.5218966603279114
435,0.5218966603279114
436,0.5218966603279114
437,0.5218966603279114
438,0.5218966603279114
439,0.5218966603279114
440,0.5218966603279114
441,0.5218966603279114
442,0.5218966603279114
443,0.5218966603279114
444,0.5218966603279114
445,0.5218966603279114
446,0.5218966603279114
447,0.5218966603279114
448,0.5218966603279114
449,0.5218966603279114
450,0.5218966603279114
451,0.5218966603279114
452,0.5218966603279114
453,0.5218966603279114
454,0.5218966603279114
455,0.5218966603279114
456,0.5218966603279114
457,0.5218966603279114
458,0.5218966603279114
459,0.5218966603279114
460,0.5218966603279114
461,0.5218966603279114
462,0.5218966603279114
463,0.5218966603279114
464,0.5218966603279114
465,0.5218966603279114
466,0.5218966603279114
467,0.5218966603279114
468,0.5218966603279114
469,0.5218966603279114
470,0.5218966603279114
471,0.5218966603279114
472,0.5218966603279114
473,0.5218966603279114
474,0.5218966603279114
475,0.5218966603279114
476,0.5218966603279114
477,0.5218966603279114
478,0.5218966603279114
479,0.5218966603279114
480,0.5218966603279114
481,0.5218966603279114
482,0.5218966603279114
483,0.5218966603279114
484,0.5218966603279114
485,0.5218966603279114
486,0.5218966603279114
487,0.5218966603279114
488,0.5218966603279114
489,0.5218966603279114
490,0.5218966603279114
491,0.5218966603279114
492,0.5218966603279114
